"WISKI_STATION_NO","WISKI_EQUIS_ID","WU_SYS_ID","WID","EQUIS_STATION_ID"
H15009001,,74052651,"07010201-631",S006-163
W33119001,S005-129,59334631,"07020012-505",S006-102
W33124001,S005-070,59334631,"07020012-505",S006-102
W33143006,S005-068,59334631,"07020012-505",S006-102
H12030004,,59330863,"07010106-558",S006-058
W12030005,,59330863,"07010106-558",S006-058
W12030006,,59330863,"07010106-558",S006-058
H12030017,,59330863,"07010106-558",S006-058
W18071005,S002-383,77299869,"07010204-763",S002-391
E18043001,,77299870,"07010204-764",S002-403
H18043002,,77299870,"07010204-764",S002-403
W83020001,,59342773,"10170204-520",S006-167
E20088002,,77108555,"07010206-814",S006-164
E20088003,,77108555,"07010206-814",S006-164
W05020002,,59328894,"04010301-569",S006-079
E03153001,S002-594,59328102,"04010201-579",S006-070
W03157001,S007-663,59328102,"04010201-579",S006-070
E20065001,,74058644,"07010206-805",S006-146
H12031001,,59330842,"07010106-537",S004-794
W12031002,,59330842,"07010106-537",S004-794
W12031004,,59330842,"07010106-537",S004-794
H12063001,,59330842,"07010106-537",S004-794
E62021001,S000-064,73623068,"09020303-560",S000-064
W32011001,S000-658,59334571,"07020011-620",S005-306
H16009002,S003-882,59331811,"07010202-676",S002-050
W03122002,,59328105,"04010201-582",S006-109
W23032001,,59332851,"07020002-565",S002-057
W23037001,S002-058,59332849,"07020002-563",S002-414
E20093001,,59332224,"07010206-539",S004-372
H20114002,S003-742,59332224,"07010206-539",S004-372
H36054001,S004-639,59335245,"07030004-511",S004-640
H36049001,S003-529,59335259,"07030004-525",S005-046
E03174001,S005-089,59328274,"04010201-515",S005-296
W03164001,,59328064,"04010201-541",S005-471
W03173004,,59328064,"04010201-541",S005-471
W03009009,,59328064,"04010201-541",S005-471
H26019002,,59333611,"07020005-515",S006-005
W05020001,,59328894,"04010301-569",S006-081
W58014002,,77126319,"09020106-607",S005-135
W32011003,S000-662,59334571,"07020011-620",S000-658
H55044003,S002-001,62210309,"09020102-582",S003-122
E70015001,,59341059,"09020312-501",S000-186
W33114002,S004-122,59334632,"07020012-506",S000-315
W40021003,,61898302,"07040003-F16",S000-325
W48027003,,59339075,"07080201-540",S000-230
E25047002,,77438738,"07020004-769",S000-405
H09097001,,59330409,"07010103-512",S001-625
H09100002,S001-578,59330409,"07010103-512",S001-625
E66044002,S002-916,76797826,"09020305-647",S001-462
E20114001,,59332224,"07010206-539",S003-730
H20114002,S003-742,59332224,"07010206-539",S003-730
H19056001,S000-461,68226607,"07010205-638",S000-579
W19038001,,68226607,"07010205-638",S000-579
H31028001,S002-254,59334067,"07020010-511",S002-254
W02033002,,59327518,"04010102-549",S001-329
W02036007,,59327518,"04010102-549",S001-329
W37015001,,77584647,"07030005-797",S001-418
H51065001,S002-008,59339625,"07100001-546",S002-008
W57016001,S005-136,77120646,"09020104-549",S002-103
E25151001,,77438650,"07020004-765",S002-327
W38027006,,59335692,"07040001-507",S002-426
W35069005,S001-270,59335090,"07030003-501",S001-272
W43110001,,59337964,"07040008-608",S006-340
W48004001,S003-064,59339044,"07080201-510",S006-413
W05022002,,59328889,"04010301-564",S006-216
H11013001,S006-231,68385676,"07010105-671",S006-231
H02006002,,59327470,"04010102-501",S006-234
W02060002,,59327470,"04010102-501",S006-234
W02006006,,59327470,"04010102-501",S006-234
W02006007,,59327470,"04010102-501",S006-234
W03163014,,77221720,"04010201-B04",S006-237
W02033001,,59327518,"04010102-549",S006-238
W02009006,,59327473,"04010102-504",S006-240
W02009008,,59327473,"04010102-504",S006-240
W18021001,S004-796,59332132,"07010204-502",S006-077
E20088001,,77108555,"07010206-814",S005-203
E20088002,,77108555,"07010206-814",S005-209
E20088001,,77108555,"07010206-814",S005-220
E65052003,S004-211,77280683,"09020304-566",S004-211
E55064001,,77362376,"09020102-583",S003-677
H55064003,S003-677,77362376,"09020102-583",S003-677
W17010005,,59331709,"07010203-566",S003-812
W17010006,S003-812,59331709,"07010203-566",S003-812
H16072001,,59331808,"07010202-673",S003-888
W38005001,,59335723,"07040001-537",S006-414
W33069002,,59334369,"07020012-550",S006-396
W02006010,,59327470,"04010102-501",S006-273
W02007005,,59327470,"04010102-501",S006-273
H77107001,S006-203,59342204,"09030006-504",S006-203
H79013002,,59342404,"09030008-536",S006-429
W43062001,S010-670,59337915,"07040008-559",S006-359
W19022002,S006-990,68388398,"07010205-655",S006-446
W43022003,,59337991,"07040008-635",S006-346
W43094001,,59337891,"07040008-536",S006-362
W43080002,,59337891,"07040008-536",S006-362
W43016002,S004-824,59337876,"07040008-521",S006-337
W02015001,,59327523,"04010102-554",S006-279
W02015006,,59327523,"04010102-554",S006-279
W02032005,,59327660,"04010102-698",S006-280
H08046001,S006-262,59330039,"07010102-520",S006-262
W12117001,,59330893,"07010106-588",S006-247
W12125003,,62020785,"07010106-700",S006-248
W12029002,,59330848,"07010106-543",S006-251
H12124002,S004-727,62020419,"07010106-698",S006-254
W08007003,,59330030,"07010102-511",S006-259
H01079001,,59326664,"04010101-547",S006-285
W01079003,,59326664,"04010101-547",S006-285
W01053001,,59326707,"04010101-590",S006-286
W01053002,,59326707,"04010101-590",S006-286
W43048005,,59337916,"07040008-560",S006-360
W43005001,S006-338,59337996,"07040008-640",S006-338
W77080001,,59342210,"09030006-510",S006-204
W77070001,,59342209,"09030006-509",S006-205
W02011005,,59327520,"04010102-551",S006-263
H02009001,S003-670,59327473,"04010102-504",S006-265
W02009008,,59327473,"04010102-504",S006-265
W02026003,,59327473,"04010102-504",S006-265
W02009003,,59327582,"04010102-885",S006-267
H02039008,S004-364,59327513,"04010102-544",S006-269
W03001015,S013-931,59328271,"04010201-512",S006-270
E17046001,S000-278,59331691,"07010203-548",S006-453
W43058001,,59337908,"07040008-552",S006-305
W43058002,,59337908,"07040008-552",S006-305
W43098001,,59337775,"07040008-717",S006-310
W66008002,S001-908,59340781,"09020305-517",S006-381
W77012001,,59342239,"09030006-539",S006-208
W03011011,,59328512,"04010201-751",S005-942
W20056001,S000-025,74058644,"07010206-805",S006-411
W33065002,,76716962,"07020012-825",S006-397
H18043003,S002-356,77299870,"07010204-764",S006-492
H18068001,,77299870,"07010204-764",S006-492
H18043003,S002-356,77299870,"07010204-764",S006-493
H66060001,S002-134,59341108,"09020305-539",S006-508
H18066001,S002-027,77299870,"07010204-764",S006-466
W18057001,,59331907,"07010204-572",S006-486
W18057002,S005-558,59331907,"07010204-572",S006-486
H18011001,,59331891,"07010204-556",S006-474
W18011002,S001-274,59331891,"07010204-556",S006-474
W18037002,,77299870,"07010204-764",S006-494
H18011001,,59331891,"07010204-556",S006-469
W18011002,S001-274,59331891,"07010204-556",S006-469
W18057002,S005-558,59331907,"07010204-572",S006-487
E18037001,,77299870,"07010204-764",S006-495
W35057003,S006-553,77131290,"07030003-624",S006-553
H82015001,S004-528,59343076,"10170203-512",S006-579
E20088002,,77108555,"07010206-814",S006-630
W39103007,S006-672,59335981,"07040002-542",S006-672
W39091002,,59335981,"07040002-542",S006-672
H26087005,,59333685,"07020005-587",S006-621
W21071001,S007-552,59332527,"07010207-504",S006-645
W32011002,S000-659,59334571,"07020011-620",S006-586
W02019002,,59328011,"04010102-A44",S006-605
W43065003,,59337914,"07040008-558",S006-634
H30021001,S000-526,59334257,"07020009-518",S006-644
E41031002,,59337243,"07040004-502",S006-716
W38004003,,59335704,"07040001-518",S006-718
W40016003,,59336228,"07040003-537",S006-529
H16061003,S006-568,59331415,"07010202-581",S006-568
W15043001,S006-575,77132081,"07010201-646",S006-575
H82045001,S006-581,59343066,"10170203-502",S006-581
E35061001,,59335119,"07030003-528",S006-552
W26099001,,59333598,"07020005-503",S006-622
W40040001,,59336301,"07040003-610",S006-532
H41010001,S004-383,68390251,"07040004-971",S006-632
E20088003,,77108555,"07010206-814",S006-524
E70033001,S002-365,59341060,"09020312-502",S006-686
H19036001,S001-443,59332386,"07010205-511",S006-688
W19036002,,59332386,"07010205-511",S006-688
W58009003,S005-132,59340530,"09020106-576",S006-692
H29062002,S002-247,59333829,"07020008-504",S006-707
W15042001,S013-530,59331477,"07010201-507",S006-712
H84019001,S004-219,59342851,"10230003-515",S006-549
W32069003,S003-574,59334146,"07020011-504",S006-591
W49012002,,77138218,"07080202-549",S006-535
W15042001,S013-530,59331477,"07010201-507",S006-571
W03001005,,59328271,"04010201-512",S006-804
W37074002,,59335466,"07030005-574",S006-736
W37074004,,59335466,"07030005-574",S006-736
E20088002,,77108555,"07010206-814",S006-758
W37067003,,59335459,"07030005-567",S006-733
E20088001,,77108555,"07010206-814",S006-741
E20088001,,77108555,"07010206-814",S006-742
E20088002,,77108555,"07010206-814",S006-742
E20088001,,77108555,"07010206-814",S006-743
W13050001,S001-593,59331268,"07010107-503",S006-795
W37015001,,77584647,"07030005-797",S006-772
E20088002,,77108555,"07010206-814",S006-747
E20088003,,77108555,"07010206-814",S006-747
W03175005,,59328570,"04010201-809",S006-794
H43072001,S001-318,77447637,"07040008-H19",S006-763
H43072001,S001-318,77447637,"07040008-H19",S006-764
H83033001,S006-577,59342757,"10170204-504",S006-798
H54009002,S004-176,59339958,"09020101-512",S006-853
H65017001,S002-088,59340703,"09020304-501",S006-859
E72065001,S002-812,59341517,"09030001-537",S006-868
H17021001,,59332033,"07010203-639",S006-854
E66022001,,76801406,"09020305-650",S006-862
H26053001,S005-375,59333657,"07020005-559",S006-903
H07052003,,74021925,"07010101-753",S006-910
H26019003,S005-998,59333611,"07020005-515",S006-911
H10066002,,59330684,"07010104-522",S006-893
H12031001,,59330842,"07010106-537",S006-894
H30051001,S003-025,59334240,"07020009-502",S006-947
E03147001,,59328075,"04010201-552",S007-022
E03149001,,59328075,"04010201-552",S007-022
H03155004,,59328075,"04010201-552",S007-022
W03108001,S007-034,59328797,"04010201-A30",S007-037
H03157002,,59328102,"04010201-579",S007-043
W03107001,S007-026,59328798,"04010201-A31",S007-027
H03148001,,59328709,"04010201-942",S007-053
W03148002,S007-268,59328709,"04010201-942",S007-053
W03148003,,59328709,"04010201-942",S007-053
W03148011,S007-795,59328709,"04010201-942",S007-053
W03186001,,59328149,"04010201-626",S007-055
W03186008,S007-104,59328149,"04010201-626",S007-055
H63058001,S004-058,68416885,"09020303-554",S007-060
W03186001,,59328149,"04010201-626",S007-051
W02031003,,59327299,"04010102-556",S006-980
E20093001,,59332224,"07010206-539",S006-981
H19057001,S000-466,68226607,"07010205-638",S006-987
H19038002,S000-579,68226607,"07010205-638",S006-986
W77031002,,59342205,"09030006-505",S006-996
W17063002,,77584870,"07010203-749",S007-002
H02040008,S008-481,59327514,"04010102-545",S007-180
W02040009,,59327514,"04010102-545",S007-180
E03001001,,59328271,"04010201-512",S007-189
W03166002,S005-759,59328066,"04010201-543",S007-191
W05004001,,59329067,"04010301-519",S007-195
H03188002,,59328282,"04010201-523",S007-193
W03189004,,59328150,"04010201-627",S007-179
W03189006,,59328150,"04010201-627",S007-179
W03189008,,59328150,"04010201-627",S007-179
W43048001,,59337916,"07040008-560",S007-215
W43048005,,59337916,"07040008-560",S007-215
H14042001,S000-283,59331045,"07010108-505",S007-203
H14051002,,59331045,"07010108-505",S007-203
W41070001,S001-982,68411375,"07040004-978",S007-112
H40015003,S015-150,59336257,"07040003-566",S007-073
H11011001,S006-226,59330574,"07010105-534",S007-101
W25034002,S016-852,59333216,"07020004-716",S007-087
W03013004,,59328085,"04010201-562",S007-098
H39103002,S004-448,59335981,"07040002-542",S007-100
W03186003,,59328149,"04010201-626",S007-104
W43064001,S015-033,59338905,"07040008-F58",S007-166
H41067002,,68411373,"07040004-976",S007-134
H03122001,,59328105,"04010201-582",S007-160
E03084002,,59328081,"04010201-558",S007-158
E40017001,,59336245,"07040003-554",S007-144
H40017002,S007-114,59336245,"07040003-554",S007-144
W40017003,S005-341,59336245,"07040003-554",S007-144
W40035002,,77836039,"07040003-F38",S007-145
W03164002,,59328064,"04010201-541",S007-181
W03173003,,59328064,"04010201-541",S007-181
W03464011,S011-071,59328064,"04010201-541",S007-181
W03001015,S013-931,59328271,"04010201-512",S007-188
W03001005,,59328271,"04010201-512",S007-188
W03148009,S007-794,59328709,"04010201-942",S007-213
W03148003,,59328709,"04010201-942",S007-214
W03148009,S007-794,59328709,"04010201-942",S007-214
W41089003,,68414862,"07040004-989",S007-287
H03119004,S004-601,59328294,"04010201-534",S007-252
W03096001,S007-273,59328784,"04010201-A17",S007-265
W03148008,S009-169,59328709,"04010201-942",S007-268
W03148011,S007-795,59328709,"04010201-942",S007-268
H03148010,S009-172,59328709,"04010201-942",S007-268
W03186003,,59328149,"04010201-626",S007-269
W03186004,,59328149,"04010201-626",S007-269
W03186001,,59328149,"04010201-626",S007-270
W03186004,,59328149,"04010201-626",S007-270
W03186010,S013-742,59328149,"04010201-626",S007-271
W03186009,S012-125,59328149,"04010201-626",S007-272
W03116002,S006-546,59328093,"04010201-570",S007-274
H03153001,S002-594,59328102,"04010201-579",S007-278
W37043002,,59335419,"07030005-528",S007-225
H38022002,,59335702,"07040001-516",S007-294
H38032001,S003-323,59335731,"07040001-545",S007-295
E19043001,,68226607,"07010205-638",S007-298
H19057001,S000-466,68226607,"07010205-638",S007-298
E12039001,S001-926,76152994,"07010106-721",S007-301
W25075002,S007-314,59333308,"07020004-502",S007-314
W03189030,,59328150,"04010201-627",S007-323
W01031002,,59327440,"04010101-D30",S007-326
W01034001,,59326658,"04010101-541",S007-327
W77059001,,59342217,"09030006-517",S007-352
H10079001,,74051699,"07010104-658",S007-331
E09064001,S003-656,74050586,"07010103-707",S007-332
H76099001,S002-552,59341957,"09030005-508",S007-340
W02060002,,59327470,"04010102-501",S007-354
W02006005,,59327470,"04010102-501",S007-354
W02006010,,59327470,"04010102-501",S007-354
W02007004,,59327470,"04010102-501",S007-354
W02007007,,59327470,"04010102-501",S007-354
W02007009,S007-356,59327470,"04010102-501",S007-356
W02006004,,59327470,"04010102-501",S007-357
W02006010,,59327470,"04010102-501",S007-357
W13045001,S007-421,59331270,"07010107-505",S007-421
W13011003,S007-428,59331274,"07010107-509",S007-428
W13011011,S000-989,59331274,"07010107-509",S007-428
W02003001,S007-413,59327315,"04010102-572",S007-413
W14016001,S007-433,59331045,"07010108-505",S007-433
W14051004,,59331045,"07010108-505",S007-433
W14059003,,59331045,"07010108-505",S007-433
E14051001,S002-904,59331045,"07010108-505",S007-434
H14051002,,59331045,"07010108-505",S007-434
W14042002,S007-434,59331045,"07010108-505",S007-434
W14051004,,59331045,"07010108-505",S007-434
W02005003,,59327828,"04010102-B29",S007-406
W02004002,,59327825,"04010102-B26",S007-408
H70030003,S003-100,59341061,"09020312-503",S007-441
W70030002,S007-441,59341061,"09020312-503",S007-441
W70030003,S003-103,59341061,"09020312-503",S007-441
W02035009,S007-614,59327477,"04010102-508",S007-445
W02035016,,59327477,"04010102-508",S007-445
W02035021,,59327477,"04010102-508",S007-445
H02035001,S001-755,59327477,"04010102-508",S007-446
W02035007,,59327477,"04010102-508",S007-446
W02035018,,59327477,"04010102-508",S007-446
W02035020,,59327477,"04010102-508",S007-446
W02035006,,59327477,"04010102-508",S007-447
W02035009,S007-614,59327477,"04010102-508",S007-447
W02035015,,59327477,"04010102-508",S007-447
W02035009,S007-614,59327477,"04010102-508",S007-448
W02035010,S007-449,59327477,"04010102-508",S007-448
W02035020,,59327477,"04010102-508",S007-448
W02035017,,59327477,"04010102-508",S007-449
W02035022,,59327477,"04010102-508",S007-449
E03149001,,59328075,"04010201-552",S007-443
H03147001,,59328075,"04010201-552",S007-443
W14005002,,59331052,"07010108-512",S007-439
E58002001,,77126360,"09020106-610",S007-455
H03155001,,59328075,"04010201-552",S007-478
H03155001,,59328075,"04010201-552",S007-490
W03149004,,59328075,"04010201-552",S007-490
H03149001,S005-752,59328075,"04010201-552",S007-491
H03155004,,59328075,"04010201-552",S007-492
W03149004,,59328075,"04010201-552",S007-493
E03147001,,59328075,"04010201-552",S007-497
W03149004,,59328075,"04010201-552",S007-497
H03155004,,59328075,"04010201-552",S007-498
H03149002,S007-022,59328075,"04010201-552",S007-499
H03155002,,59328075,"04010201-552",S007-499
H03155001,,59328075,"04010201-552",S007-500
E03147001,,59328075,"04010201-552",S007-501
H03155004,,59328075,"04010201-552",S007-501
W03157001,S007-663,59328102,"04010201-579",S007-523
E03149001,,59328075,"04010201-552",S007-505
H03147001,,59328075,"04010201-552",S007-505
E03149001,,59328075,"04010201-552",S007-506
H03147001,,59328075,"04010201-552",S007-506
H03149002,S007-022,59328075,"04010201-552",S007-502
H03155001,,59328075,"04010201-552",S007-502
E03138001,,59328285,"04010201-526",S007-508
E03149001,,59328075,"04010201-552",S007-513
H03155001,,59328075,"04010201-552",S007-528
H03155001,,59328075,"04010201-552",S007-530
H03155003,,59328075,"04010201-552",S007-530
W03149004,,59328075,"04010201-552",S007-530
H03153002,,59328102,"04010201-579",S007-532
H03153002,,59328102,"04010201-579",S007-533
W03157001,S007-663,59328102,"04010201-579",S007-533
H03155001,,59328075,"04010201-552",S007-535
H03155002,,59328075,"04010201-552",S007-535
W03153004,S007-043,59328102,"04010201-579",S007-526
H03157002,,59328102,"04010201-579",S007-526
H03155003,,59328075,"04010201-552",S007-524
H03155004,,59328075,"04010201-552",S007-524
H03155004,,59328075,"04010201-552",S007-525
E20062001,,59332215,"07010206-530",S007-540
W01082002,,72938414,"04010101-D49",S007-545
W31029001,S007-562,59334072,"07020010-516",S007-562
W31020003,,72466322,"07020010-576",S007-563
W28068001,,72875446,"07020007-683",S007-571
E20062001,,59332215,"07010206-530",S007-559
H19024001,S002-015,68420604,"07010205-658",S007-583
W19024002,,68420604,"07010205-658",S007-583
W19024002,,68420604,"07010205-658",S007-584
H19001001,S001-255,59332383,"07010205-508",S007-585
W02027001,,59327299,"04010102-556",S007-601
H02031002,S007-601,59327299,"04010102-556",S007-601
W02029002,,59327299,"04010102-556",S007-601
W02031008,,59327299,"04010102-556",S007-602
W02039006,,59327512,"04010102-543",S007-593
W02039029,,59327512,"04010102-543",S007-593
W02039033,,59327512,"04010102-543",S007-593
W02039006,,59327512,"04010102-543",S007-594
W02039009,S003-769,59327512,"04010102-543",S007-594
W02039013,,59327512,"04010102-543",S007-594
W02039029,,59327512,"04010102-543",S007-594
W02039016,,59327512,"04010102-543",S007-595
H58048002,S007-586,59553718,"09020106-595",S007-586
W69014002,,77121008,"09020311-566",S007-587
W02031006,,59327299,"04010102-556",S007-600
W02035003,,59327477,"04010102-508",S007-614
W02035009,S007-614,59327477,"04010102-508",S007-614
W02035011,S007-449,59327477,"04010102-508",S007-614
W02035015,,59327477,"04010102-508",S007-614
W63074002,,59340664,"09020303-515",S007-631
H63074001,S007-058,59340664,"09020303-515",S007-633
W63074002,,59340664,"09020303-515",S007-633
W63074002,,59340664,"09020303-515",S007-635
E63071001,S007-639,68416635,"09020303-551",S007-639
E63071002,S007-638,68416635,"09020303-551",S007-639
E63071002,S007-638,68416635,"09020303-551",S007-643
E63063001,S007-647,68416636,"09020303-552",S007-647
E63063001,S007-647,68416636,"09020303-552",S007-648
E63061001,,68416636,"09020303-552",S007-649
E63063002,S007-652,68416636,"09020303-552",S007-650
H03153001,S002-594,59328102,"04010201-579",S007-663
W03071001,,59328266,"04010201-509",S007-664
E40007001,,59336226,"07040003-535",S007-679
W43016002,S004-824,59337876,"07040008-521",S007-700
W40023001,,61898302,"07040003-F16",S007-719
W40023002,,61898302,"07040003-F16",S007-719
W41051002,,59337279,"07040004-538",S007-725
W41051004,,59337279,"07040004-538",S007-725
W36003001,,59335242,"07030004-508",S007-737
H19001001,S001-255,59332383,"07010205-508",S007-734
E19082001,,59332383,"07010205-508",S007-735
H10082001,,74051199,"07010104-656",S007-742
H72099001,,59341499,"09030001-519",S007-765
H01088003,S013-960,59326651,"04010101-534",S007-783
W59021001,S005-798,59340572,"09020107-503",S007-786
E60115001,,76793247,"09020108-659",S007-787
W60086001,S007-793,76793149,"09020108-650",S007-793
H03155006,,59328075,"04010201-552",S007-792
E03147001,,59328075,"04010201-552",S007-798
E03149001,,59328075,"04010201-552",S007-798
H03147001,,59328075,"04010201-552",S007-798
H03158001,,59328808,"04010201-A41",S007-803
H03156001,,59328102,"04010201-579",S007-804
W03157001,S007-663,59328102,"04010201-579",S007-804
H03153001,S002-594,59328102,"04010201-579",S007-804
W48019002,,59339056,"07080201-522",S007-806
W02036002,,59327518,"04010102-549",S007-814
H02036003,S007-814,59327518,"04010102-549",S007-815
W02036002,,59327518,"04010102-549",S007-815
W02036008,,59327518,"04010102-549",S007-815
W02033002,,59327518,"04010102-549",S007-816
W02036002,,59327518,"04010102-549",S007-816
W02036004,,59327518,"04010102-549",S007-816
W02033001,,59327518,"04010102-549",S007-811
W02033001,,59327518,"04010102-549",S007-812
W53009001,,76774416,"07100003-525",S007-813
W02033001,,59327518,"04010102-549",S007-817
W02033001,,59327518,"04010102-549",S007-818
W02032007,,59327660,"04010102-698",S007-825
W02029002,,59327299,"04010102-556",S007-829
W02032005,,59327660,"04010102-698",S007-822
W02032004,,59327660,"04010102-698",S007-823
W02032006,,59327660,"04010102-698",S007-823
H02032001,,59327660,"04010102-698",S007-824
H02032002,,59327660,"04010102-698",S007-824
H02031002,S007-601,59327299,"04010102-556",S007-830
E66023001,,59340777,"09020305-513",S007-848
H28012001,S000-145,76595461,"07020007-720",S007-854
W33119001,S005-129,59334631,"07020012-505",S007-870
W40021003,,61898302,"07040003-F16",S007-874
W40021003,,61898302,"07040003-F16",S007-875
W60004001,S007-896,59340618,"09020108-512",S007-896
W33122002,,59334861,"07020012-728",S007-906
E33118003,,76720158,"07020012-828",S007-907
W41083001,S007-915,59337338,"07040004-597",S007-915
W02024012,S007-947,59327321,"04010102-578",S007-948
H03124001,,59328371,"04010201-887",S007-951
H35051002,S007-954,59335093,"07030003-503",S007-954
W41029003,S005-362,59337251,"07040004-510",S007-958
W41029005,,59337251,"07040004-510",S007-958
W41063003,S007-955,59337248,"07040004-507",S007-955
W03001006,S007-978,59328271,"04010201-512",S007-978
H03001003,S001-169,59328271,"04010201-512",S007-979
W03001015,S013-931,59328271,"04010201-512",S007-979
W02016003,,59327482,"04010102-513",S007-987
W02016006,,59327482,"04010102-513",S007-987
W02015006,,59327523,"04010102-554",S007-988
W02018002,,59327702,"04010102-740",S007-990
E03001001,,59328271,"04010201-512",S007-977
H03001001,S003-071,59328271,"04010201-512",S007-977
W03001007,S007-977,59328271,"04010201-512",S007-977
W02024011,S007-364,59327319,"04010102-576",S007-993
W02009005,,59327584,"04010102-887",S008-000
W02035009,S007-614,59327477,"04010102-508",S008-003
W02035017,,59327477,"04010102-508",S008-003
W02060002,,59327470,"04010102-501",S008-004
W02007005,,59327470,"04010102-501",S008-004
W02007002,,59327470,"04010102-501",S007-970
W02006007,,59327470,"04010102-501",S007-970
W02060001,,59327470,"04010102-501",S007-971
W02007005,,59327470,"04010102-501",S007-971
W02007009,S007-356,59327470,"04010102-501",S007-971
H03001012,S008-484,59328271,"04010201-512",S007-975
W03001004,,59328271,"04010201-512",S007-975
W03001015,S013-931,59328271,"04010201-512",S007-975
W03001007,S007-977,59328271,"04010201-512",S007-976
W03001005,,59328271,"04010201-512",S007-976
W02006004,,59327470,"04010102-501",S007-967
W02060004,,59327470,"04010102-501",S007-967
W02006011,,59327470,"04010102-501",S007-967
W19077001,S008-010,59332384,"07010205-509",S008-010
W02060004,,59327470,"04010102-501",S008-005
W02007009,S007-356,59327470,"04010102-501",S008-005
H02006002,,59327470,"04010102-501",S007-968
W02006007,,59327470,"04010102-501",S007-968
W19035001,S008-022,67939363,"07010205-622",S008-022
W01053001,,59326707,"04010101-590",S008-029
H01077001,S008-030,59326686,"04010101-569",S008-030
H02032002,,59327660,"04010102-698",S008-034
E20093001,,59332224,"07010206-539",S008-044
W43026003,,59337873,"07040008-518",S008-042
H39091001,S003-487,59335981,"07040002-542",S008-045
H39103001,S002-465,59335981,"07040002-542",S008-045
H39103003,S004-447,59335981,"07040002-542",S008-045
W39103007,S006-672,59335981,"07040002-542",S008-047
H02009001,S003-670,59327473,"04010102-504",S008-039
W02009006,,59327473,"04010102-504",S008-039
E33120001,,76716512,"07020012-809",S008-048
W33120002,S007-901,76716512,"07020012-809",S008-048
W28068001,,72875446,"07020007-683",S008-051
W66054001,S008-058,76801410,"09020305-652",S008-058
W07049001,S001-900,74021925,"07010101-753",S008-054
E20088002,,77108555,"07010206-814",S008-076
E20088003,,77108555,"07010206-814",S008-076
E72045002,S000-911,76802590,"09030001-985",S007-897
H21101001,,63412450,"07010207-666",S008-080
W37064001,S005-529,59335452,"07030005-560",S008-075
W65014003,,59340703,"09020304-501",S008-131
H63025001,S003-172,59340965,"09020303-504",S008-097
W63025002,,59340965,"09020303-504",S008-097
H63055002,S004-835,59340674,"09020303-525",S008-101
W63058002,,68416885,"09020303-554",S008-103
W63058002,,68416885,"09020303-554",S008-109
W63055003,,59340675,"09020303-526",S008-110
H63053001,S004-818,68417045,"09020303-556",S008-169
W67004001,,59341240,"09020306-517",S008-171
H58026001,S003-151,59340167,"09020106-507",S008-146
H10065001,,59330660,"07010104-502",S008-179
E17022001,,74053482,"07010203-728",S008-209
H03174004,,59328276,"04010201-517",S008-258
W01022002,,59326178,"04010101-502",S008-268
W02011007,,59327520,"04010102-551",S008-284
W02026003,,59327473,"04010102-504",S008-285
E28042001,,76595467,"07020007-723",S008-305
W13045001,S007-421,59331270,"07010107-505",S008-306
H01092001,S000-250,59326184,"04010101-508",S008-236
H03149002,S007-022,59328075,"04010201-552",S008-311
W76037001,,59342294,"09030005-558",S008-315
W28023002,,72895836,"07020007-687",S008-321
W03013005,S008-237,59328085,"04010201-562",S008-327
E63078001,S000-031,59340962,"09020303-501",S008-334
W36036001,,59335240,"07030004-506",S008-361
W18037002,,77299870,"07010204-764",S008-374
W03133003,S007-692,77588824,"04010201-B65",S008-375
H03174002,,59328275,"04010201-516",S008-377
W75015001,S000-182,68229890,"09030008-540",S008-379
W01080002,S013-365,59326690,"04010101-573",S008-383
W01080003,,59326690,"04010101-573",S008-383
E03084002,,59328081,"04010201-558",S008-387
H11013001,S006-231,68385676,"07010105-671",S008-397
W35057001,,77131290,"07030003-624",S008-281
W71033002,,59341413,"09020314-503",S008-406
H73014002,,59341866,"09030002-530",S008-431
W73014001,S008-431,59341866,"09030002-530",S008-431
W46007001,S008-437,59339276,"07060002-512",S008-437
E27043002,S003-702,59333856,"07020006-502",S008-446
E20088002,,77108555,"07010206-814",S008-448
E20088003,,77108555,"07010206-814",S008-448
E12030002,,59330863,"07010106-558",S008-454
H12030009,,59330863,"07010106-558",S008-454
W12030008,,59330863,"07010106-558",S008-454
W12030014,,59330863,"07010106-558",S008-454
W12030015,,59330863,"07010106-558",S008-454
H12123001,,59331155,"07010106-604",S008-460
W24044001,,59332896,"07020003-517",S008-464
W22012001,S003-091,59333056,"07020001-525",S008-469
H22035001,,59333062,"07020001-531",S008-471
H03001011,,59328271,"04010201-512",S008-484
W03001005,,59328271,"04010201-512",S008-484
W01015004,,59327441,"04010101-D31",S008-488
W01015007,,59327441,"04010101-D31",S008-488
W28044001,,59333978,"07020007-534",S008-530
H02031002,S007-601,59327299,"04010102-556",S008-494
H28045001,S001-983,59334001,"07020007-557",S008-532
W28085001,,72847914,"07020007-676",S008-538
H29017001,S002-401,72847914,"07020007-676",S008-539
W28085001,,72847914,"07020007-676",S008-539
E28057001,S001-377,72847915,"07020007-677",S008-544
W28094005,,59334018,"07020007-574",S008-547
W02029001,,59327299,"04010102-556",S008-495
W02031003,,59327299,"04010102-556",S008-495
W31055003,,59334105,"07020010-549",S008-562
W31048001,,72466258,"07020010-571",S008-573
E12030001,,59330863,"07010106-558",S008-556
W74018002,,68207784,"09030001-820",S008-617
W74027002,,68207784,"09030001-820",S008-617
